frametime,,,0,,
0.025411,"0,025411","0,025411","0,025411",,
0.005485,"0,005485","0,005485","0,030896",,
0.005486,"0,005486","0,005486","0,036382",,
0.004987,"0,004987","0,004987","0,041369",,
0.004985,"0,004985","0,004985","0,046354",,
0.004989,"0,004989","0,004989","0,051343",,
0.005497,"0,005497","0,005497","0,05684",,
0.005472,"0,005472","0,005472","0,062312",,
0.004988,"0,004988","0,004988","0,0673",,
0.005983,"0,005983","0,005983","0,073283",,
0.004987,"0,004987","0,004987","0,07827",,
0.004987,"0,004987","0,004987","0,083257",,
0.005487,"0,005487","0,005487","0,088744",,
0.004986,"0,004986","0,004986","0,09373",,
0.004987,"0,004987","0,004987","0,098717",,
0.005502,"0,005502","0,005502","0,104219",,
0.005966,"0,005966","0,005966","0,110185",,
0.005486,"0,005486","0,005486","0,115671",,
0.005984,"0,005984","0,005984","0,121655",,
0.004987,"0,004987","0,004987","0,126642",,
0.004988,"0,004988","0,004988","0,13163",,
0.005982,"0,005982","0,005982","0,137612",,
0.005486,"0,005486","0,005486","0,143098",,
0.004987,"0,004987","0,004987","0,148085",,
0.005983,"0,005983","0,005983","0,154068",,
0.004988,"0,004988","0,004988","0,159056",,
0.004986,"0,004986","0,004986","0,164042",,
0.005487,"0,005487","0,005487","0,169529",,
0.005484,"0,005484","0,005484","0,175013",,
0.004988,"0,004988","0,004988","0,180001",,
0.005983,"0,005983","0,005983","0,185984",,
0.005740,"0,005740","0,00574","0,191724",,
0.004986,"0,004986","0,004986","0,19671",,
0.005486,"0,005486","0,005486","0,202196",,
0.004985,"0,004985","0,004985","0,207181",,
0.004986,"0,004986","0,004986","0,212167",,
0.005486,"0,005486","0,005486","0,217653",,
0.005984,"0,005984","0,005984","0,223637",,
0.004987,"0,004987","0,004987","0,228624",,
0.005486,"0,005486","0,005486","0,23411",,
0.005485,"0,005485","0,005485","0,239595",,
0.004987,"0,004987","0,004987","0,244582",,
0.005485,"0,005485","0,005485","0,250067",,
0.005486,"0,005486","0,005486","0,255553",,
0.005484,"0,005484","0,005484","0,261037",,
0.005985,"0,005985","0,005985","0,267022",,
0.005485,"0,005485","0,005485","0,272507",,
0.005485,"0,005485","0,005485","0,277992",,
0.005485,"0,005485","0,005485","0,283477",,
0.004987,"0,004987","0,004987","0,288464",,
0.005739,"0,005739","0,005739","0,294203",,
0.004987,"0,004987","0,004987","0,29919",,
0.005984,"0,005984","0,005984","0,305174",,
