frametime
0.067220
0.040781
0.036048
0.037388
0.033037
0.033540
0.032089
0.030983
0.029931
0.030100
0.033273
0.032005
0.033923
0.037042
0.037055
0.047450
0.057602
0.067909
0.066210
0.060068
0.059362
0.057355
0.061861
0.073134
0.065165
0.060246
0.059174
0.061708
0.058035
0.058672
0.061097
0.058370
0.060049
0.058693
0.061211
0.057452
0.043124
0.040722
0.040492
0.058057
0.045932
0.040497
0.062753
0.043948
0.038276
0.038738
0.039474
0.040689
0.040627
0.043495
0.040398
0.041294
0.038832
0.044182
0.043915
0.039943
0.045028
0.054525
0.051461
0.051558
0.053092
0.053484
0.056178
0.054683
0.059013
0.055759
0.054401
0.051884
0.055073
0.055982
0.057909
0.055182
0.054003
0.051974
0.054305
0.054273
0.054445
0.057101
0.053843
0.057315
0.058034
0.052506
0.054511
0.053974
0.055273
0.054720
0.055770
0.056125
0.064965
0.055831
0.055097
0.056269
0.053984
0.054710
0.056959
0.058033
0.058241
0.054628
0.055983
0.057859
0.055954
0.055298
0.053195
0.051831
0.059053
0.055385
0.052720
0.053402
0.052251
0.054075
0.054849
0.062902
0.061972
0.055709
0.054310
0.053822
0.058285
0.054239
0.051622
0.052244
0.055066
0.058227
0.065820
0.061984
0.053257
0.052724
0.051953
0.054120
0.054782
0.054736
0.059171
0.058220
0.057664
0.058590
0.057006
0.058476
0.056082
0.057934
0.066711
0.053245
0.051153
0.053535
0.052735
0.053354
0.055593
0.056458
0.054510
0.056522
0.053948
0.054617
0.056959
0.053383
0.051775
0.052367
0.052932
0.058998
0.063866
0.052018
0.049350
0.048651
0.053243
0.053886
0.053128
0.052925
0.052270
0.054643
0.053883
0.053479
0.057891
0.054849
0.058114
0.055876
0.061103
0.056158
0.055699
0.057394
0.059266
0.053523
0.054851
0.056666
0.056011
0.058405
0.053866
0.053339
0.054387
0.054081
0.054794
0.053712
0.052128
0.056733
0.066268
0.062507
0.053314
0.050470
0.051968
0.055134
0.062765
0.057037
0.053908
0.052088
0.050874
0.052280
0.050737
0.053483
0.049584
0.050057
0.051932
0.054679
0.056244
0.052530
0.051974
0.054646
0.052951
0.050716
0.051929
0.054326
0.054981
0.054329
0.051980
0.052003
0.052104
0.052111
0.053941
0.052964
0.060083
0.067984
0.057959
0.057805
0.054471
0.052552
0.056057
0.053961
0.058843
0.056492
0.055617
0.057228
0.056684
0.056185
0.055368
0.058153
0.056901
0.061048
0.058899
0.057906
0.054333
0.052340
0.072372
0.063555
0.051952
0.055968
0.052321
0.054916
0.052794
0.052923
0.056064
0.057038
0.051899
0.052057
0.059554
0.060422
0.056983
0.055231
0.057745
0.053966
0.056305
0.054888
0.056158
0.053713
0.053962
0.055954
0.052100
0.050214
0.051835
0.054591
0.037188
0.037672
0.037016
0.038016
0.035336
0.042582
0.037875
0.034095
0.040012
0.034149
0.038410
0.038551
0.041106
0.033955
0.034418
0.034144
0.034132
0.035952
0.034957
0.034159
0.033846
0.033939
0.033451
0.033267
0.050052
0.050290
0.055265
0.059172
0.050221
0.052858
0.053967
0.053097
0.053942
0.051579
0.055486
0.054003
0.052037
0.051652
0.055037
0.053040
0.051680
0.052181
0.055437
0.055248
0.055228
0.052339
0.055003
0.054013
0.053969
0.051891
0.051418
0.054054
0.051254
0.051388
0.053264
0.055656
0.052418
0.053699
0.051843
0.050081
0.054195
0.054490
0.061740
0.055874
0.055011
0.054528
0.056969
0.055049
0.059175
0.059534
0.058136
0.053454
0.057324
0.056315
0.054795
0.053172
0.055116
0.057418
0.056196
0.055281
0.053542
0.055242
0.056912
0.057686
0.054798
0.058929
0.057094
0.055914
0.058917
