frametime
0.062649
0.034435
0.033184
0.031415
0.028612
0.029042
0.028424
0.028017
0.029282
0.028060
0.030446
0.037559
0.041432
0.039936
0.034925
0.039002
0.088396
0.102785
0.107145
0.100707
0.095937
0.090339
0.091082
0.094595
0.099623
0.104406
0.113297
0.097380
0.096068
0.098067
0.103165
0.087552
0.096342
0.104793
0.108966
0.101981
0.037446
0.038002
0.037412
0.096154
0.037291
0.039907
0.095533
0.036434
0.037304
0.039105
0.036875
0.037400
0.038748
0.038083
0.037903
0.038713
0.037103
0.036801
0.038773
0.037951
0.040034
0.094138
0.106849
0.100225
0.097274
0.097485
0.095868
0.091287
0.114804
0.105031
0.108989
0.090552
0.094453
0.091820
0.092867
0.099992
0.096029
0.093328
0.093774
0.095019
0.094192
0.097194
0.121007
0.097480
0.096508
0.088261
0.093817
0.091250
0.122052
0.100977
0.114696
0.097086
0.093468
0.094225
0.115185
0.096155
0.091639
0.103258
0.089783
0.094956
0.101048
0.099463
0.097277
0.118781
0.106518
0.089761
0.095554
0.116259
0.101155
0.092502
0.108465
0.108013
0.091839
0.089003
0.096204
0.090014
0.098692
0.095836
0.098324
0.093850
0.099106
0.095269
0.093857
0.092880
0.089914
0.094480
0.096230
0.113759
0.100449
0.123552
0.095242
0.095878
0.097010
0.101012
0.090723
0.092134
0.091642
0.098443
0.095813
0.105139
0.107763
0.094856
0.090056
0.092986
0.090192
0.091612
0.089040
0.114039
0.098072
0.096998
0.103147
0.101030
0.089055
0.093836
0.115940
0.091800
0.084370
0.092807
0.089412
0.087833
0.106906
0.110948
0.119120
0.094694
0.087959
0.092202
0.091093
0.117738
0.096400
0.086757
0.121282
0.099046
0.088755
0.087116
0.098737
0.097467
0.098736
0.092347
0.095926
0.092926
0.095803
0.102036
0.088970
0.090461
0.091209
0.093898
0.090403
0.109284
0.095819
0.092597
0.094409
0.101680
0.097835
0.091553
0.090105
0.090004
0.088446
0.095723
0.090163
0.089423
0.090560
0.089546
0.103314
0.094377
0.094722
0.092189
0.099421
0.108697
0.100028
0.091186
0.095778
0.111263
0.100562
0.085406
0.096042
0.091835
0.093876
0.091589
0.096117
0.090034
0.091448
0.091572
0.101128
0.119957
0.090340
0.090553
0.095549
0.117685
0.100649
0.100604
0.097880
0.094064
0.101243
0.093907
0.089769
0.099749
0.098712
0.124136
0.104103
0.095182
0.119983
0.099459
0.099218
0.092249
0.091660
0.089599
0.104570
0.108106
0.120693
0.089976
0.091384
0.098457
0.101372
0.088421
0.088141
0.088489
0.091668
0.088791
0.092956
0.094984
0.116516
0.100194
0.095654
0.097817
0.087215
0.090294
0.100690
0.121290
0.099492
0.119100
0.092543
0.088103
0.118172
0.104986
0.086367
0.092753
0.094915
0.086866
0.038774
0.041701
0.038645
0.038884
0.036144
0.034895
0.034933
0.035157
0.038457
0.036582
0.036943
0.037938
0.033459
0.035945
0.033847
0.035144
0.035317
0.034910
0.033732
0.033021
0.034428
0.037928
0.040577
0.037522
0.088523
0.100786
0.092788
0.095023
0.094621
0.098229
0.087141
0.089502
0.091589
0.096074
0.088040
0.093804
0.095247
0.095291
0.094884
0.094934
0.097776
0.088005
0.091523
0.119916
0.099447
0.098632
0.106830
0.126683
0.090138
0.093177
0.088703
0.094175
0.089705
0.095656
0.087813
0.091490
0.091755
0.091081
0.095356
0.089425
0.097838
0.097576
0.094579
0.124948
0.105808
0.091534
0.101122
0.095230
0.101774
0.093881
0.098065
0.096226
0.087821
0.099674
0.094752
0.111931
0.101955
0.099862
0.097730
0.096114
0.099133
0.093238
0.099268
0.112835
0.099912
0.092850
0.093932
0.099191
0.094909
