frametime
0.058335
0.044957
0.038946
0.034408
0.033929
0.031311
0.032945
0.031797
0.032253
0.031664
0.033989
0.032091
0.035701
0.036937
0.041074
0.043123
0.044464
0.042873
0.044680
0.042036
0.042871
0.042882
0.043174
0.041125
0.041730
0.042962
0.044278
0.041988
0.041123
0.041730
0.041505
0.041190
0.041440
0.039224
0.046595
0.040252
0.040363
0.039526
0.040045
0.048071
0.041120
0.038898
0.035953
0.035121
0.035949
0.040200
0.035772
0.037759
0.035315
0.034891
0.037032
0.037062
0.033477
0.035905
0.036302
0.035473
0.034551
0.037876
0.039877
0.040478
0.036762
0.039014
0.038432
0.040928
0.037853
0.038836
0.039468
0.038896
0.037966
0.040693
0.037357
0.039108
0.038937
0.038534
0.040995
0.038236
0.038843
0.039021
0.036262
0.036657
0.038043
0.037967
0.038013
0.038970
0.046531
0.040814
0.040497
0.045970
0.040012
0.040966
0.039954
0.039456
0.039843
0.040862
0.041012
0.046669
0.047157
0.043016
0.040957
0.042487
0.039696
0.041758
0.037413
0.039468
0.037808
0.037699
0.042998
0.038029
0.039032
0.041923
0.037507
0.040900
0.038041
0.038806
0.038046
0.039029
0.037933
0.039882
0.038305
0.042154
0.042522
0.041080
0.037086
0.038775
0.038593
0.037486
0.039793
0.040068
0.038341
0.039005
0.037561
0.041524
0.044161
0.043206
0.043348
0.039818
0.040167
0.041231
0.036516
0.038055
0.037944
0.038131
0.037341
0.038469
0.042105
0.037867
0.039958
0.039989
0.037481
0.041445
0.038661
0.038053
0.038576
0.036628
0.042995
0.040043
0.039403
0.034541
0.036040
0.036523
0.039072
0.034613
0.037156
0.041021
0.036917
0.036007
0.038002
0.036242
0.042676
0.040063
0.038535
0.038627
0.038004
0.037973
0.039133
0.038834
0.041828
0.041429
0.040859
0.044628
0.053992
0.042232
0.040257
0.041045
0.037995
0.036565
0.039412
0.035881
0.039492
0.037920
0.037865
0.040498
0.038235
0.037061
0.038566
0.036536
0.036456
0.037597
0.038010
0.037995
0.039225
0.039790
0.041251
0.044678
0.037328
0.036887
0.037954
0.036222
0.038265
0.038530
0.036857
0.038091
0.043164
0.041329
0.042607
0.042000
0.041667
0.038671
0.039763
0.039416
0.040756
0.045676
0.045506
0.039810
0.042054
0.039569
0.049291
0.045807
0.042953
0.039163
0.042920
0.043902
0.047931
0.044909
0.040094
0.040931
0.043920
0.043442
0.041642
0.041075
0.039913
0.040026
0.042790
0.039125
0.039984
0.041938
0.040634
0.043731
0.043928
0.041068
0.038825
0.038975
0.038908
0.038523
0.038121
0.039245
0.036956
0.036936
0.039106
0.036348
0.039957
0.041092
0.037904
0.037968
0.040186
0.039712
0.039390
0.039060
0.037092
0.040133
0.040885
0.037415
0.043883
0.041450
0.039975
0.037431
0.036184
0.035777
0.035805
0.034129
0.036926
0.036845
0.035028
0.035103
0.040030
0.035290
0.033557
0.035441
0.035202
0.035399
0.035066
0.035066
0.032990
0.033160
0.035924
0.034270
0.034964
0.036428
0.039109
0.037578
0.036590
0.038732
0.036273
0.036134
0.036282
0.038640
0.040860
0.038973
0.039467
0.038016
0.039415
0.036819
0.037349
0.037772
0.038324
0.040533
0.038369
0.038391
0.038122
0.038545
0.037395
0.043379
0.046936
0.038790
0.035957
0.035085
0.036376
0.036041
0.034982
0.036795
0.040912
0.040208
0.039919
0.037861
0.035530
0.035371
0.036594
0.039058
0.038984
0.040962
0.040449
0.037420
0.040487
0.038957
0.040257
0.042451
0.041475
0.044934
0.043037
0.039712
0.037807
0.038447
0.037975
0.037735
0.040364
0.040003
0.040238
0.039456
0.041414
0.042952
0.041307
0.040401
0.042182
